User ID,Age,Gender,Country,Purchase Amount,Purchase Date,Product Category,YearMonth
1729,54,Other,Germany,43.69,2021-01-03,Electronics,2021-01
1730,54,Male,Australia,145.3,2021-01-04,Books,2021-01
1732,23,Male,Germany,495.7,2021-12-17,Home & Kitchen,2021-12
1733,56,Female,Germany,131.13,2022-08-28,Home & Kitchen,2022-08
1734,63,Female,Germany,239.29,2023-10-07,Home & Kitchen,2023-10
1735,43,Female,Australia,281.94,2020-07-13,Sports,2020-07
1736,28,Female,Germany,281.94,2023-08-21,Sports,2023-08
1737,30,Female,Germany,306.98,2020-09-06,Books,2020-09
1738,43,Male,France,281.94,2020-09-14,Home & Kitchen,2020-09
1739,42,Female,Australia,77.87,2022-09-16,Sports,2022-09
1740,24,Male,Germany,379.78,2020-02-28,Home & Kitchen,2020-02
1742,21,Male,,102.68,2023-10-17,Home & Kitchen,2023-10
1743,25,Male,Australia,281.94,2022-07-30,Books,2022-07
1744,37,Male,Canada,199.87,2022-12-12,Books,2022-12
1745,46,Other,USA,342.16,2022-02-25,Sports,2022-02
1746,68,Male,Australia,250.57,2021-07-14,Home & Kitchen,2021-07
1747,62,Male,France,28.83,2022-09-02,Books,2022-09
1748,63,Female,Germany,394.55,2021-06-12,Electronics,2021-06
1749,27,Male,France,280.02,2021-05-12,Sports,2021-05
1750,60,Male,USA,363.77,2021-09-30,Electronics,2021-09
1752,43,Female,Australia,362.03,2020-06-03,Beauty,2020-06
1753,43,Other,Germany,209.76,2022-09-29,Sports,2022-09
1754,43,Other,Germany,281.94,2022-03-08,Home & Kitchen,2022-03
1755,20,Other,UK,301.59,2020-03-18,Beauty,2020-03
1756,23,Male,,180.68,2023-04-12,Clothing,2023-04
1757,22,Other,Germany,104.95,2020-11-15,Home & Kitchen,2020-11
1759,64,Female,UK,282.3,2023-08-08,Electronics,2023-08
1760,40,Female,Canada,493.8,2021-06-05,Home & Kitchen,2021-06
1761,66,Female,USA,189.88,2023-08-31,Clothing,2023-08
1762,43,Female,UK,344.43,2021-09-05,Sports,2021-09
1763,52,Other,UK,313.3,2021-09-21,Sports,2021-09
1764,37,Female,UK,320.6,2021-10-30,Beauty,2021-10
1765,66,Male,France,369.81,2023-07-14,Clothing,2023-07
1766,59,Other,Australia,73.86,2023-12-16,Electronics,2023-12
1767,52,Female,,277.07,2020-09-01,Beauty,2020-09
1768,43,Other,USA,257.02,2021-08-13,Clothing,2021-08
1769,35,Female,Australia,174.55,2021-11-02,Sports,2021-11
1770,34,Other,France,220.89,2023-01-19,Beauty,2023-01
1771,41,Female,USA,261.81,2022-05-19,Clothing,2022-05
1772,20,Male,Australia,281.94,2023-12-30,Electronics,2023-12
1773,49,Female,France,150.11,2021-10-02,Beauty,2021-10
1774,52,Other,Germany,370.44,2020-01-14,Home & Kitchen,2020-01
1775,55,Other,UK,38.12,2022-06-17,Home & Kitchen,2022-06
1776,30,Male,Australia,159.92,2020-10-12,Sports,2020-10
1777,64,Other,Australia,328.59,2021-11-01,Electronics,2021-11
1778,42,Male,,281.94,2021-10-02,Home & Kitchen,2021-10
1779,26,Other,UK,288.27,2021-11-16,Home & Kitchen,2021-11
1780,21,Other,,154.57,2023-11-22,Home & Kitchen,2023-11
1781,31,Male,USA,422.43,2022-07-20,Books,2022-07
1783,51,Other,Canada,281.94,2023-12-21,Books,2023-12
1784,28,Male,,267.4,2022-10-08,Clothing,2022-10
1785,58,Female,Germany,72.15,2023-10-16,Sports,2023-10
1786,20,Male,Canada,399.75,2020-02-12,Sports,2020-02
1787,45,Other,Australia,341.61,2022-06-29,Beauty,2022-06
1788,46,Female,USA,386.4,2023-08-10,Beauty,2023-08
1789,26,Female,Australia,281.94,2023-09-30,Books,2023-09
1790,20,Female,Canada,418.33,2022-03-22,Electronics,2022-03
1792,51,Female,Australia,51.88,2021-09-12,Beauty,2021-09
1793,29,Female,Germany,115.89,2023-06-19,Books,2023-06
1794,59,Female,UK,281.94,2022-12-14,Home & Kitchen,2022-12
1795,43,Other,Australia,448.73,2021-07-20,Beauty,2021-07
1796,32,Male,France,52.12,2020-04-16,Electronics,2020-04
1798,42,Other,,400.54,2023-04-22,Clothing,2023-04
1799,22,Female,UK,181.5,2023-02-27,Clothing,2023-02
1800,28,Other,Germany,346.19,2021-09-27,Books,2021-09
1801,51,Other,Australia,97.54,2021-02-21,Beauty,2021-02
1803,32,Female,UK,281.94,2020-11-15,Books,2020-11
1804,55,Male,France,222.22,2020-09-09,Books,2020-09
1806,22,Other,Canada,73.92,2022-12-28,Home & Kitchen,2022-12
1807,65,Other,USA,423.66,2021-04-21,Sports,2021-04
1808,43,Female,Germany,281.94,2022-04-09,Clothing,2022-04
1810,43,Other,Australia,288.82,2021-07-17,Clothing,2021-07
1812,65,Male,Canada,209.11,2020-07-05,Home & Kitchen,2020-07
1813,30,Male,France,432.9,2021-11-30,Electronics,2021-11
1814,45,Other,Canada,160.01,2021-12-03,Home & Kitchen,2021-12
1816,30,Male,USA,154.37,2023-04-22,Home & Kitchen,2023-04
1817,34,Male,USA,388.31,2020-10-19,Home & Kitchen,2020-10
1818,67,Male,UK,250.17,2022-08-13,Home & Kitchen,2022-08
1820,62,Other,,416.67,2020-12-26,Beauty,2020-12
1822,46,Other,Canada,85.06,2022-09-10,Home & Kitchen,2022-09
1824,20,Other,Australia,67.38,2021-10-10,Clothing,2021-10
1825,57,Male,Australia,434.92,2020-03-26,Electronics,2020-03
1826,51,Female,USA,419.32,2022-09-06,Sports,2022-09
1827,57,Male,UK,281.94,2020-10-22,Beauty,2020-10
1829,30,Male,Germany,236.1,2023-10-11,Sports,2023-10
1831,50,Other,UK,200.64,2020-09-08,Clothing,2020-09
1832,23,Other,France,37.78,2022-10-28,Books,2022-10
1834,36,Male,Germany,227.89,2023-09-05,Books,2023-09
1835,33,Male,Canada,465.41,2023-03-20,Sports,2023-03
1836,43,Male,Germany,440.23,2021-08-27,Beauty,2021-08
1837,45,Female,Germany,415.16,2021-01-10,Home & Kitchen,2021-01
1839,65,Female,Australia,55.27,2021-08-30,Sports,2021-08
1840,58,Other,UK,281.94,2021-03-15,Beauty,2021-03
1842,60,Other,Australia,11.66,2021-08-14,Electronics,2021-08
1843,62,Female,UK,26.1,2020-01-20,Electronics,2020-01
1844,42,Other,Germany,340.44,2020-01-12,Beauty,2020-01
1846,53,Female,,428.31,2020-05-01,Sports,2020-05
1847,44,Female,Canada,88.23,2021-02-28,Clothing,2021-02
1848,55,Other,Germany,456.06,2020-08-16,Books,2020-08
1849,24,Other,France,349.67,2021-08-19,Electronics,2021-08
1851,60,Other,Germany,281.94,2022-05-27,Sports,2022-05
1852,62,Male,USA,281.94,2022-02-24,Books,2022-02
1853,68,Female,France,356.34,2020-01-29,Beauty,2020-01
1854,48,Male,Canada,299.36,2020-05-14,Books,2020-05
1856,43,Male,Germany,406.45,2021-01-10,Books,2021-01
1858,49,Other,USA,435.59,2023-08-27,Sports,2023-08
1860,47,Male,Australia,225.61,2020-07-18,Books,2020-07
1862,48,Male,Germany,355.2,2023-02-22,Beauty,2023-02
1863,35,Male,France,416.59,2021-04-15,Electronics,2021-04
1864,53,Male,France,281.94,2022-11-11,Books,2022-11
1865,19,Other,,473.9,2020-02-19,Books,2020-02
1866,31,Female,Germany,340.28,2021-12-26,Electronics,2021-12
1868,46,Other,Australia,188.69,2023-02-27,Electronics,2023-02
1869,29,Male,Australia,56.78,2020-10-28,Home & Kitchen,2020-10
1871,19,Other,Germany,88.75,2021-01-18,Clothing,2021-01
1872,49,Male,France,348.08,2021-06-21,Books,2021-06
1873,30,Male,Australia,281.94,2021-12-03,Beauty,2021-12
1875,43,Female,,281.94,2020-11-14,Sports,2020-11
1876,66,Other,UK,307.38,2020-01-21,Sports,2020-01
1877,58,Other,USA,281.94,2023-12-27,Beauty,2023-12
1878,34,Other,Australia,475.08,2021-08-13,Home & Kitchen,2021-08
1879,57,Male,Canada,259.04,2021-08-14,Electronics,2021-08
1880,48,Other,Canada,40.77,2020-01-09,Beauty,2020-01
1881,51,Male,UK,319.84,2020-05-28,Clothing,2020-05
1882,43,Female,USA,390.78,2023-12-31,Electronics,2023-12
1884,52,Male,France,227.28,2022-12-14,Beauty,2022-12
1885,65,Other,USA,372.88,2020-10-23,Home & Kitchen,2020-10
1886,23,Other,,15.14,2021-06-01,Electronics,2021-06
1887,43,Female,France,19.34,2022-02-07,Home & Kitchen,2022-02
1888,47,Other,USA,340.07,2021-12-04,Clothing,2021-12
1889,24,Female,UK,363.94,2022-06-19,Sports,2022-06
1890,27,Other,Canada,423.71,2023-06-06,Beauty,2023-06
1891,58,Other,Germany,202.8,2023-06-24,Electronics,2023-06
1893,43,Other,UK,278.42,2020-10-08,Clothing,2020-10
1894,43,Other,USA,379.88,2022-02-07,Sports,2022-02
1898,43,Male,USA,382.69,2021-07-06,Electronics,2021-07
1900,21,Female,Australia,53.5,2022-07-05,Home & Kitchen,2022-07
1901,37,Other,,80.73,2020-03-26,Books,2020-03
1902,43,Other,Australia,426.34,2023-11-20,Electronics,2023-11
1903,53,Female,USA,499.41,2022-06-20,Clothing,2022-06
1904,67,Other,,171.16,2022-05-26,Home & Kitchen,2022-05
1905,21,Female,France,196.42,2022-01-29,Clothing,2022-01
1906,44,Female,UK,81.47,2022-05-21,Clothing,2022-05
1907,34,Male,USA,121.68,2022-08-14,Beauty,2022-08
1909,39,Male,Canada,145.77,2021-07-17,Electronics,2021-07
1910,34,Male,,352.21,2020-10-15,Clothing,2020-10
1911,27,Other,France,271.24,2021-02-12,Electronics,2021-02
1912,18,Other,Canada,412.04,2022-01-02,Books,2022-01
1913,39,Male,Australia,363.64,2020-11-04,Beauty,2020-11
1914,43,Female,Australia,281.94,2020-03-01,Beauty,2020-03
1915,35,Female,Australia,66.08,2022-02-19,Books,2022-02
1916,67,Female,France,448.35,2021-06-10,Clothing,2021-06
1917,31,Female,France,281.94,2023-08-27,Beauty,2023-08
1918,64,Other,Australia,281.94,2020-07-18,Electronics,2020-07
1919,43,Female,UK,69.53,2022-03-25,Sports,2022-03
1920,29,Female,Australia,449.8,2023-10-08,Home & Kitchen,2023-10
1921,53,Male,UK,119.2,2023-01-03,Books,2023-01
1922,43,Female,Canada,22.59,2022-01-25,Books,2022-01
1923,69,Other,UK,462.5,2023-07-18,Sports,2023-07
1924,29,Female,USA,405.42,2022-11-10,Clothing,2022-11
1927,28,Male,USA,266.57,2023-03-22,Home & Kitchen,2023-03
1928,50,Other,France,328.55,2020-02-13,Sports,2020-02
1930,64,Female,,238.18,2021-07-07,Electronics,2021-07
1932,49,Male,Australia,126.17,2022-05-20,Beauty,2022-05
1933,68,Male,UK,39.52,2021-05-24,Home & Kitchen,2021-05
1934,43,Female,Germany,169.72,2021-02-19,Beauty,2021-02
1935,40,Male,Canada,332.59,2021-02-12,Sports,2021-02
1936,43,Male,UK,369.89,2020-10-22,Electronics,2020-10
1937,51,Female,,370.56,2022-08-11,Home & Kitchen,2022-08
1940,46,Other,UK,144.01,2021-07-29,Books,2021-07
1941,21,Female,UK,108.91,2022-07-03,Electronics,2022-07
1942,34,Female,France,309.16,2022-09-11,Home & Kitchen,2022-09
1943,52,Other,France,109.87,2022-03-06,Books,2022-03
1944,30,Male,USA,256.48,2022-04-27,Electronics,2022-04
1945,58,Other,Germany,206.48,2023-10-23,Beauty,2023-10
1946,43,Female,Canada,119.86,2023-12-20,Books,2023-12
1947,32,Male,Canada,149.57,2023-05-18,Clothing,2023-05
1949,46,Female,USA,176.35,2022-01-08,Books,2022-01
1951,69,Other,France,369.04,2021-04-20,Books,2021-04
1952,49,Female,France,88.35,2020-10-30,Electronics,2020-10
1953,19,Female,Canada,315.67,2020-07-03,Home & Kitchen,2020-07
1954,64,Female,Canada,340.69,2020-09-21,Sports,2020-09
1957,43,Female,UK,83.54,2020-06-21,Sports,2020-06
1958,28,Female,Canada,73.44,2022-05-27,Beauty,2022-05
1959,44,Male,France,281.94,2023-01-11,Sports,2023-01
1960,20,Female,USA,379.67,2023-09-07,Books,2023-09
1961,34,Male,Germany,139.8,2022-06-25,Beauty,2022-06
1962,61,Male,,265.29,2020-12-11,Clothing,2020-12
1964,46,Other,UK,384.91,2022-03-18,Beauty,2022-03
1965,38,Female,Germany,328.64,2020-07-26,Beauty,2020-07
1966,64,Other,France,44.0,2023-09-27,Sports,2023-09
1967,33,Male,,281.94,2022-11-22,Books,2022-11
1968,54,Other,Germany,197.28,2023-11-06,Clothing,2023-11
1969,37,Female,France,18.21,2023-11-10,Books,2023-11
1970,23,Female,Canada,452.55,2023-02-06,Sports,2023-02
1971,36,Other,UK,14.97,2022-09-15,Beauty,2022-09
1972,22,Female,France,19.66,2022-05-27,Electronics,2022-05
1973,20,Other,France,86.84,2020-06-10,Beauty,2020-06
1974,43,Male,Australia,315.37,2020-01-16,Sports,2020-01
1975,43,Other,USA,273.07,2022-11-03,Electronics,2022-11
1976,32,Other,UK,331.45,2022-01-12,Home & Kitchen,2022-01
1978,52,Other,,230.2,2022-12-05,Beauty,2022-12
1979,66,Male,France,26.72,2021-07-08,Home & Kitchen,2021-07
1980,42,Male,Australia,382.93,2023-11-26,Books,2023-11
1982,29,Other,,29.69,2023-12-04,Home & Kitchen,2023-12
1983,43,Male,Australia,125.21,2021-12-14,Clothing,2021-12
1984,32,Female,Australia,386.45,2020-05-21,Electronics,2020-05
1985,61,Male,France,191.2,2021-03-25,Electronics,2021-03
1986,33,Other,France,238.96,2023-04-27,Books,2023-04
1987,44,Female,USA,412.47,2022-08-30,Books,2022-08
1988,25,Other,Germany,51.84,2022-04-02,Sports,2022-04
1989,63,Female,UK,340.26,2020-04-25,Home & Kitchen,2020-04
1990,42,Other,USA,111.42,2022-05-25,Sports,2022-05
1991,34,Other,Canada,36.01,2021-05-28,Electronics,2021-05
1992,46,Female,,332.94,2022-06-17,Electronics,2022-06
1993,25,Male,France,65.1,2020-01-13,Beauty,2020-01
1994,32,Female,Australia,281.94,2020-10-03,Home & Kitchen,2020-10
1995,44,Female,,105.34,2023-06-29,Sports,2023-06
1996,43,Female,UK,29.01,2022-07-04,Books,2022-07
1997,67,Female,USA,54.15,2022-06-11,Home & Kitchen,2022-06
1998,69,Female,USA,421.43,2020-08-15,Beauty,2020-08
1999,24,Other,Canada,281.94,2023-03-15,Books,2023-03
2001,46,Male,USA,248.14,2022-01-18,Books,2022-01
2002,61,Male,Germany,318.3,2020-10-20,Clothing,2020-10
2003,43,Female,UK,23.37,2022-02-06,Electronics,2022-02
2004,43,Male,,449.6,2020-10-07,Beauty,2020-10
2005,37,Male,USA,479.45,2023-04-04,Home & Kitchen,2023-04
2006,43,Female,Canada,211.57,2023-03-12,Beauty,2023-03
2007,32,Other,Australia,209.25,2021-05-12,Clothing,2021-05
2008,43,Other,France,439.89,2022-09-03,Home & Kitchen,2022-09
2009,43,Male,USA,217.51,2022-01-19,Electronics,2022-01
2010,31,Other,USA,428.81,2023-12-07,Beauty,2023-12
2011,24,Other,Australia,19.03,2023-01-25,Electronics,2023-01
2012,34,Male,France,247.38,2021-12-04,Books,2021-12
2013,61,Female,Germany,476.45,2023-08-04,Beauty,2023-08
2015,53,Male,Germany,136.75,2020-09-25,Beauty,2020-09
2018,65,Female,,103.38,2022-04-25,Electronics,2022-04
2019,39,Female,Germany,461.22,2020-10-31,Sports,2020-10
2020,19,Female,UK,333.19,2022-10-08,Sports,2022-10
2021,41,Male,Canada,496.56,2020-03-28,Electronics,2020-03
2022,25,Other,Germany,369.55,2023-02-17,Beauty,2023-02
2024,30,Female,,408.38,2023-03-05,Sports,2023-03
2025,34,Other,USA,281.94,2022-02-01,Home & Kitchen,2022-02
2026,25,Male,USA,473.26,2022-07-12,Beauty,2022-07
2027,38,Other,Canada,86.97,2021-12-23,Clothing,2021-12
2028,35,Female,UK,281.94,2023-11-06,Clothing,2023-11
2029,47,Other,France,350.44,2020-01-11,Sports,2020-01
2030,35,Other,USA,96.37,2021-03-14,Clothing,2021-03
2031,63,Female,UK,380.58,2022-10-30,Sports,2022-10
2032,64,Other,USA,398.54,2020-11-10,Books,2020-11
2033,48,Male,Germany,122.17,2020-03-05,Beauty,2020-03
2034,55,Other,Germany,47.93,2022-06-19,Electronics,2022-06
2036,28,Other,Canada,281.94,2022-07-04,Electronics,2022-07
2037,62,Other,France,424.41,2021-10-06,Clothing,2021-10
2038,42,Female,Germany,62.96,2020-07-13,Home & Kitchen,2020-07
2042,25,Female,France,78.78,2021-09-22,Sports,2021-09
2043,28,Female,,281.94,2021-01-10,Books,2021-01
2044,39,Female,USA,319.64,2023-04-29,Sports,2023-04
2045,68,Female,UK,255.51,2020-10-16,Beauty,2020-10
2047,58,Male,Germany,322.44,2022-03-10,Sports,2022-03
2048,34,Female,USA,135.45,2021-09-19,Sports,2021-09
2049,43,Female,Germany,280.93,2023-05-07,Clothing,2023-05
2050,63,Male,Germany,36.77,2020-08-22,Clothing,2020-08
2051,49,Other,Australia,292.49,2023-06-07,Books,2023-06
2052,43,Male,,197.88,2023-06-03,Electronics,2023-06
2054,43,Female,Germany,157.19,2020-07-14,Electronics,2020-07
2055,45,Female,Canada,449.55,2021-03-16,Home & Kitchen,2021-03
2057,50,Female,USA,452.12,2020-06-05,Sports,2020-06
2058,27,Other,Australia,281.94,2022-10-16,Beauty,2022-10
2059,57,Other,Germany,489.56,2020-12-19,Books,2020-12
2060,49,Male,France,183.21,2022-03-23,Books,2022-03
2061,67,Other,Australia,379.62,2022-04-14,Beauty,2022-04
2062,50,Male,Australia,156.17,2021-06-16,Books,2021-06
2064,50,Other,USA,281.94,2021-11-30,Clothing,2021-11
2065,50,Other,,382.48,2022-03-07,Clothing,2022-03
2066,58,Other,USA,411.21,2020-10-15,Sports,2020-10
2067,30,Other,Canada,153.35,2020-03-30,Beauty,2020-03
2068,47,Other,UK,353.31,2023-11-06,Beauty,2023-11
2069,50,Other,France,113.86,2022-08-24,Electronics,2022-08
2070,30,Other,Australia,10.6,2023-08-17,Sports,2023-08
2071,69,Female,Australia,433.91,2021-08-07,Home & Kitchen,2021-08
2073,39,Male,France,491.91,2022-09-08,Books,2022-09
2074,56,Other,France,281.94,2023-06-26,Beauty,2023-06
2075,19,Male,Canada,478.65,2023-01-19,Sports,2023-01
2077,56,Female,USA,281.94,2021-12-16,Books,2021-12
2078,43,Male,Canada,154.89,2022-04-07,Books,2022-04
2079,63,Male,Australia,413.51,2021-01-28,Sports,2021-01
2080,67,Female,France,415.25,2023-10-13,Sports,2023-10
2081,32,Female,France,211.38,2023-03-18,Sports,2023-03
2082,51,Female,France,365.01,2021-04-19,Clothing,2021-04
2083,59,Male,Australia,226.38,2022-02-12,Beauty,2022-02
2084,61,Male,France,371.13,2021-03-17,Beauty,2021-03
2085,66,Female,UK,497.12,2020-01-08,Electronics,2020-01
2086,43,Female,France,281.94,2023-06-06,Beauty,2023-06
2087,43,Female,,318.86,2020-03-10,Sports,2020-03
2088,20,Female,Canada,193.04,2021-12-03,Beauty,2021-12
2089,23,Female,France,276.44,2020-02-09,Clothing,2020-02
2090,26,Other,Germany,437.7,2022-05-03,Electronics,2022-05
2091,23,Female,UK,177.05,2022-11-18,Home & Kitchen,2022-11
2093,56,Male,France,400.47,2023-08-04,Clothing,2023-08
2094,48,Male,Germany,279.74,2020-07-01,Clothing,2020-07
2095,49,Other,Australia,227.45,2022-07-27,Beauty,2022-07
2096,58,Female,Canada,95.75,2021-06-05,Electronics,2021-06
2097,67,Male,UK,50.96,2021-11-19,Electronics,2021-11
2098,29,Female,France,142.97,2020-03-24,Beauty,2020-03
2099,25,Female,Canada,360.86,2023-11-21,Clothing,2023-11
2100,25,Other,Australia,208.83,2020-03-26,Clothing,2020-03
2101,67,Male,Germany,287.26,2023-08-13,Home & Kitchen,2023-08
2102,45,Male,Australia,45.61,2023-08-03,Clothing,2023-08
2103,43,Other,Australia,66.01,2023-02-06,Clothing,2023-02
2104,43,Female,UK,10.6,2021-06-27,Books,2021-06
2105,24,Female,France,338.28,2022-07-29,Books,2022-07
2106,28,Male,Canada,135.9,2022-11-02,Books,2022-11
2107,37,Other,UK,281.94,2023-11-01,Sports,2023-11
2108,33,Other,Germany,157.69,2023-12-03,Beauty,2023-12
2109,43,Female,France,184.99,2021-12-25,Sports,2021-12
2110,23,Female,,237.4,2022-08-21,Clothing,2022-08
2112,43,Male,Germany,409.63,2020-01-15,Beauty,2020-01
2113,20,Female,Canada,438.72,2021-12-25,Home & Kitchen,2021-12
2117,28,Male,,480.91,2021-04-02,Beauty,2021-04
2118,43,Female,USA,188.35,2021-12-25,Books,2021-12
2119,29,Female,Germany,101.66,2020-05-24,Clothing,2020-05
2120,40,Female,France,262.69,2021-05-31,Clothing,2021-05
2121,29,Male,UK,226.54,2023-03-10,Home & Kitchen,2023-03
2122,30,Female,Australia,396.91,2021-06-16,Books,2021-06
2123,42,Female,,452.47,2022-06-10,Sports,2022-06
2124,62,Female,Australia,47.92,2023-02-12,Electronics,2023-02
2125,68,Female,France,424.06,2022-12-03,Clothing,2022-12
2126,36,Male,Australia,454.94,2020-07-22,Books,2020-07
2127,63,Other,France,462.45,2023-08-25,Electronics,2023-08
2128,53,Other,Canada,383.33,2023-09-07,Electronics,2023-09
2129,62,Female,USA,372.33,2023-11-29,Sports,2023-11
2130,25,Female,Australia,12.37,2020-12-26,Sports,2020-12
2131,46,Female,USA,460.49,2023-02-23,Clothing,2023-02
2132,49,Male,Australia,179.0,2023-02-17,Clothing,2023-02
2133,68,Female,France,25.36,2020-08-01,Books,2020-08
2134,61,Male,UK,209.42,2023-08-27,Sports,2023-08
2136,23,Female,USA,223.77,2021-08-28,Sports,2021-08
2137,35,Other,France,380.22,2022-12-24,Beauty,2022-12
2138,36,Female,USA,257.16,2020-12-31,Books,2020-12
2139,43,Male,Canada,153.22,2023-05-13,Beauty,2023-05
2141,49,Male,USA,213.45,2020-07-05,Home & Kitchen,2020-07
2142,58,Other,USA,22.72,2021-12-24,Electronics,2021-12
2144,43,Other,France,38.97,2021-12-03,Electronics,2021-12
2145,27,Male,UK,439.12,2023-07-08,Beauty,2023-07
2146,43,Male,Germany,289.86,2022-04-13,Books,2022-04
2147,52,Female,Australia,324.79,2020-03-30,Books,2020-03
2148,46,Other,USA,147.99,2022-01-26,Electronics,2022-01
2149,32,Other,,116.78,2022-09-15,Electronics,2022-09
2150,50,Female,Germany,355.41,2022-07-02,Electronics,2022-07
2151,24,Male,,337.42,2021-01-27,Electronics,2021-01
2152,29,Male,USA,65.73,2023-03-19,Clothing,2023-03
2153,66,Other,,123.13,2021-02-15,Sports,2021-02
2154,43,Male,Germany,473.56,2023-03-09,Sports,2023-03
2155,38,Other,UK,155.57,2020-10-19,Books,2020-10
2156,48,Other,,17.79,2021-09-22,Clothing,2021-09
2157,41,Male,UK,36.57,2023-06-24,Electronics,2023-06
2158,43,Male,Canada,388.87,2023-01-26,Clothing,2023-01
2161,45,Other,France,80.83,2023-12-20,Sports,2023-12
2162,61,Male,USA,251.56,2022-06-08,Electronics,2022-06
2163,37,Female,Canada,281.94,2022-12-26,Beauty,2022-12
2164,41,Male,Germany,190.11,2020-02-25,Sports,2020-02
2165,67,Other,UK,134.19,2021-07-21,Electronics,2021-07
2166,43,Female,Canada,36.11,2020-05-30,Beauty,2020-05
2167,68,Other,France,396.62,2020-11-13,Books,2020-11
2168,49,Male,UK,311.02,2023-03-10,Sports,2023-03
2169,58,Male,Australia,418.14,2023-08-31,Beauty,2023-08
2170,53,Male,Germany,254.08,2022-09-10,Books,2022-09
2171,51,Female,Germany,492.57,2022-09-03,Clothing,2022-09
2172,53,Female,UK,481.45,2020-01-06,Electronics,2020-01
2173,19,Female,France,139.53,2020-07-07,Clothing,2020-07
2174,32,Female,USA,196.55,2020-11-12,Electronics,2020-11
2175,51,Male,USA,377.59,2021-12-31,Sports,2021-12
2176,53,Male,Germany,389.42,2021-06-07,Electronics,2021-06
2177,23,Male,France,455.8,2023-04-01,Beauty,2023-04
2178,56,Female,Germany,328.05,2023-10-23,Home & Kitchen,2023-10
2179,59,Female,USA,281.94,2021-05-31,Home & Kitchen,2021-05
2182,29,Female,Australia,425.95,2023-09-09,Home & Kitchen,2023-09
2183,20,Other,UK,281.94,2023-05-01,Electronics,2023-05
2184,62,Male,Australia,30.7,2023-10-20,Clothing,2023-10
2186,57,Male,USA,262.43,2023-09-21,Sports,2023-09
2187,38,Female,France,191.19,2021-07-31,Books,2021-07
2190,52,Male,Canada,159.99,2022-02-11,Clothing,2022-02
2191,43,Male,Canada,224.83,2023-03-02,Home & Kitchen,2023-03
2192,25,Male,Germany,181.62,2022-05-03,Clothing,2022-05
2193,53,Other,Canada,281.94,2023-03-10,Books,2023-03
2194,65,Other,,281.94,2020-12-01,Books,2020-12
2195,47,Male,Australia,60.4,2022-05-07,Books,2022-05
2196,43,Male,France,281.94,2021-05-13,Clothing,2021-05
2197,43,Male,Germany,343.61,2021-10-10,Electronics,2021-10
2198,61,Male,,320.13,2020-06-24,Electronics,2020-06
2199,31,Female,USA,382.72,2022-03-10,Beauty,2022-03
2202,54,Other,Germany,212.16,2022-09-14,Sports,2022-09
2203,22,Male,Australia,112.68,2020-05-22,Clothing,2020-05
2204,55,Female,UK,159.37,2021-10-10,Electronics,2021-10
2205,62,Male,Canada,295.93,2021-06-11,Home & Kitchen,2021-06
2206,58,Male,USA,428.82,2020-01-06,Sports,2020-01
2207,64,Other,Australia,352.35,2021-08-06,Home & Kitchen,2021-08
2208,31,Other,Canada,273.79,2021-11-03,Home & Kitchen,2021-11
2209,56,Female,France,302.93,2020-08-11,Beauty,2020-08
2210,42,Female,UK,266.49,2020-12-21,Beauty,2020-12
2211,37,Other,Australia,485.96,2022-07-26,Sports,2022-07
2212,19,Other,Canada,408.97,2022-10-04,Books,2022-10
2213,56,Male,UK,391.73,2022-11-25,Electronics,2022-11
2214,23,Male,Australia,281.94,2021-06-29,Electronics,2021-06
2216,43,Female,France,14.66,2022-12-16,Electronics,2022-12
2217,45,Other,USA,26.5,2022-10-27,Clothing,2022-10
2219,52,Male,USA,490.34,2020-04-20,Clothing,2020-04
2220,54,Other,UK,61.67,2023-02-13,Sports,2023-02
2222,18,Other,Australia,244.65,2022-02-09,Home & Kitchen,2022-02
2223,57,Other,Canada,243.29,2020-11-05,Home & Kitchen,2020-11
2225,53,Female,USA,41.4,2023-04-30,Books,2023-04
2226,62,Female,Germany,478.83,2022-03-12,Clothing,2022-03
2227,43,Female,Australia,112.11,2023-07-26,Clothing,2023-07
2228,64,Female,,485.23,2021-07-13,Sports,2021-07
2229,48,Male,Australia,272.96,2022-12-14,Clothing,2022-12
2230,28,Other,,327.75,2020-01-17,Clothing,2020-01
2231,27,Male,Australia,161.29,2023-09-20,Clothing,2023-09
2232,20,Female,UK,307.85,2022-12-21,Electronics,2022-12
2233,31,Female,France,356.86,2021-09-28,Home & Kitchen,2021-09
2234,33,Male,Germany,10.13,2022-01-18,Electronics,2022-01
2235,27,Other,UK,21.94,2021-07-09,Beauty,2021-07
2236,46,Male,Germany,493.31,2023-09-12,Clothing,2023-09
2237,27,Male,Germany,231.49,2023-02-25,Clothing,2023-02
2238,29,Male,France,468.23,2022-10-08,Electronics,2022-10
2239,43,Other,Canada,366.3,2020-09-15,Electronics,2020-09
2240,58,Male,UK,281.94,2021-12-13,Sports,2021-12
2241,18,Male,Germany,79.67,2022-04-14,Sports,2022-04
2242,22,Female,Germany,489.19,2022-10-08,Clothing,2022-10
2243,37,Male,USA,294.33,2022-05-16,Electronics,2022-05
2244,25,Female,Australia,100.22,2022-06-22,Beauty,2022-06
2245,60,Female,Canada,342.42,2021-02-13,Sports,2021-02
2246,29,Female,France,50.56,2022-06-06,Books,2022-06
